Time (s),Magnetic Field x (µT),Magnetic Field y (µT),Magnetic Field z (µT),Absolute field (µT)
0.98907175,-0.911651611,-17.88122559,-41.53746033,45.23195715
0.99901775,-0.978561401,-17.95670128,-41.77937317,45.48534627
1.00896375,-0.765182495,-18.23717499,-41.50794983,45.34412812
1.01890975,-0.648757935,-18.16306305,-41.3585968,45.17578196
1.02885575,-0.981765747,-18.2186451,-41.31581116,45.16502125
1.03880075,-1.168029785,-18.10228157,-41.27394104,45.08431103
1.04874675,-1.356292725,-17.94547462,-41.45735168,45.19503953
1.05869275,-1.415496826,-17.88009453,-41.69926453,45.39306195
1.06863875,-1.494064331,-17.95461082,-41.43534851,45.18283285
1.07858475,-1.417678833,-17.97383308,-41.64271545,45.37823531
1.08853075,-1.534103394,-17.88522911,-41.52079773,45.23506978
1.09847575,-1.389160156,-18.03308487,-41.45951843,45.23288167
1.10842175,-1.756759644,-18.0020504,-41.80479431,45.54998189
1.11836775,-1.590927124,-18.06736946,-41.50312805,45.29316203
1.12831375,-1.567489624,-18.0855999,-41.61683655,45.40382177
1.13825975,-1.710952759,-18.37620926,-41.48008728,45.40055139
1.14820475,-1.572814941,-18.48559761,-41.67778015,45.62048251
1.15815075,-1.518661499,-18.22363663,-41.72233582,45.55393035
1.16809675,-1.536148071,-17.75606155,-41.86915588,45.50454579
1.17804275,-1.16947937,-18.11609268,-42.06388855,45.81409408
1.18798875,-1.234619141,-18.23018646,-41.75737,45.58006068
1.19793475,-1.040786743,-17.94947815,-41.65892029,45.37325911
1.20787975,-0.91444397,-18.18309402,-41.61332703,45.42169198
1.21782575,-0.968490601,-18.12510872,-41.72718811,45.50401925
1.22777175,-0.870010376,-18.07488632,-41.80091858,45.54970063
1.237721542,-0.792114258,-18.01050949,-41.94483948,45.65496091
1.247667542,-0.547164917,-18.13300323,-41.75956726,45.52984355
1.257612542,-0.759155273,-18.240839,-41.43864441,45.28206902
1.267558542,-1.004180908,-18.28254509,-41.82121277,45.65384619
1.277504542,-1.004180908,-18.28254509,-41.82121277,45.65384619
1.287450542,-1.096237183,-18.17942619,-41.87840271,45.667208
1.297396542,-1.057174683,-17.84031487,-41.82246399,45.4809075
1.307342542,-1.135696411,-17.72317886,-41.87739563,45.48754929
1.317287542,-0.858840942,-17.65342522,-41.91889954,45.49258366
1.327233542,-0.938491821,-17.53025246,-41.86317444,45.39510868
1.337179542,-1.062210083,-17.49748993,-41.97123718,45.48488974
1.347125542,-1.100509644,-17.48457336,-42.00456238,45.5115885
1.357071542,-1.130996704,-17.39144135,-42.16285706,45.6228879
1.367017542,-1.276748657,-17.13750076,-42.21601868,45.57977899
1.376962542,-1.471801758,-17.04809952,-42.0138092,45.36478878
1.386908542,-1.814712524,-17.06274796,-41.63392639,45.03125999
1.396854542,-1.629211426,-17.06210327,-42.10212708,45.45721947
1.406800542,-1.639694214,-16.79511261,-41.75727844,45.03814725
1.416746542,-1.599365234,-16.73636055,-41.85820007,45.10845427
1.426691542,-1.633712769,-16.67175102,-41.69868469,44.93769692
1.436637542,-1.549072266,-16.63277435,-42.15205383,45.34142091
1.446583542,-1.32321167,-16.64130783,-42.0839386,45.2740754
1.456529542,-1.14201355,-16.51642418,-42.38346863,45.50225132
1.466475542,-1.116546631,-16.58052063,-42.47721863,45.61221813
1.476421542,-0.866638184,-16.71981049,-42.05540466,45.26544141
1.486366542,-1.003601074,-16.76475906,-42.24238586,45.45859132
1.496312542,-0.947052002,-16.64266396,-42.28514099,45.45226419
1.506258542,-1.048828125,-16.50261879,-42.3367157,45.45144622
1.516204542,-0.52456665,-16.61175346,-42.77534485,45.89069241
1.526150542,-0.30619812,-16.54399109,-42.34230042,45.46061815
1.536095542,-0.626174927,-16.56459236,-42.76948547,45.86945283
1.546041542,-0.742904663,-16.34915543,-42.36695862,45.41812384
1.555987542,-0.844833374,-16.32861137,-42.27613831,45.3277968
1.565933542,-0.974655151,-16.66181564,-42.47975159,45.64093939
1.575879542,-1.0365448,-16.63314438,-42.69645691,45.83364866
1.585824542,-0.95401001,-16.60300064,-42.39524841,45.54038706
1.595770542,-0.983947754,-16.68297195,-41.84620667,45.05990145
1.605716542,-1.335250854,-16.53535461,-42.23814392,45.37908823
1.615662542,-1.398452759,-16.68787575,-42.25099182,45.4487313
1.625608542,-1.296524048,-16.64722061,-42.18592834,45.37029291
1.635554542,-1.426513672,-16.45970535,-42.14823914,45.27064064
1.645499542,-1.429718018,-16.692173,-41.98121643,45.20061135
1.655445542,-1.592285156,-16.77673912,-41.88200378,45.14528313
1.665391542,-1.606002808,-16.97220039,-41.83958435,45.17948262
1.675337542,-1.59286499,-17.0059433,-41.65586853,45.02166933
1.685283542,-1.613708496,-17.23869133,-42.04008484,45.46586926
1.695228542,-1.549743652,-17.254076,-41.77156067,45.22132378
1.705174542,-1.236877441,-16.93524361,-41.85798645,45.17104572
1.715120542,-1.472885132,-17.25178719,-41.64945984,45.1051112
1.725066542,-1.269515991,-17.22633171,-41.91203308,45.33185075
1.735012542,-1.05329895,-17.26563263,-41.96238708,45.38781156
1.744958542,-1.01789856,-17.17630386,-41.79826355,45.20128723
1.754903542,-1.03755188,-17.09731483,-41.83442688,45.20524263
1.764849542,-1.076751709,-16.88119507,-41.48616028,44.80218338
1.774795542,-0.911819458,-16.7306118,-42.33030701,45.52581331
