Time (s),Magnetic Field x (µT),Magnetic Field y (µT),Magnetic Field z (µT),Absolute field (µT)
4.9673975,-6.032821655,-16.53376198,-41.22148132,44.82154331
4.9773435,-6.108383179,-16.61000633,-41.48466492,45.10190771
4.9872895,-6.052566528,-16.39023399,-41.38581848,44.92281495
4.9972345,-6.157928467,-16.40370369,-41.46748352,45.01726077
5.0071805,-6.244598389,-16.56354713,-41.36784363,44.99605082
5.0171265,-5.848937988,-16.4930687,-41.61280823,45.14263173
5.0270725,-5.754760742,-16.68619919,-41.28239441,44.89746766
5.0370185,-6.057220459,-16.524189,-41.36619568,44.95443122
5.0469645,-5.905014038,-16.47480583,-41.30046082,44.8555067
5.0569095,-5.856109619,-16.64570999,-41.63731384,45.22211389
5.0668555,-6.045700073,-16.67416763,-41.1716156,44.8294578
5.0768015,-6.046783447,-16.57380676,-41.54252625,45.13353684
5.0867475,-5.947891235,-16.71755219,-41.45005798,45.08837176
5.0966935,-5.781784058,-16.48384857,-41.4415741,44.97277348
5.1066385,-5.98550415,-16.32674217,-41.61958313,45.10630189
5.1165845,-5.848007202,-16.53625107,-41.87376404,45.39888658
5.1265305,-5.894104004,-16.67835999,-41.61598206,45.21944401
5.1364765,-5.848724365,-16.62854195,-41.7514801,45.31999641
5.1464225,-5.747436523,-16.57639694,-41.33531189,44.90454288
5.1563675,-5.720077515,-16.72670555,-41.12055969,44.75938332
5.1663135,-5.701965332,-16.6274662,-41.13148499,44.73012517
5.1762595,-5.701156616,-16.66775322,-41.35652161,44.95196396
5.1862055,-5.695770264,-16.54518127,-41.35322571,44.90294087
5.1961515,-5.754058838,-16.47165298,-41.07176208,44.62414353
5.2060965,-5.754058838,-16.47165298,-41.07176208,44.62414353
5.2160425,-5.643936157,-16.5462532,-41.31306458,44.85980177
5.2259885,-5.796981812,-16.38469696,-41.65788269,45.13803809
5.2359345,-5.763015747,-16.25218582,-41.61656189,45.04757616
5.245879917,-5.724746704,-16.49652863,-41.82945251,45.32782015
5.255825917,-5.744491577,-16.44822311,-41.6988678,45.19224273
5.265770917,-5.746185303,-16.38612747,-41.50648499,44.99235618
5.275716917,-5.881973267,-16.44566345,-41.27909851,44.82210872
5.285662917,-5.674301147,-16.58326149,-41.71476746,45.24736544
5.295608917,-5.878295898,-16.74847031,-41.92201233,45.52494633
5.305554917,-5.764511108,-16.52802658,-41.92488098,45.43237718
5.315499917,-6.0650177,-16.52406883,-41.70991516,45.27191528
5.325445917,-6.050125122,-16.2236805,-41.53474426,44.99940893
5.335391917,-5.696609497,-16.36890793,-41.4105072,44.89123092
5.345337917,-5.744567871,-16.44600296,-41.53889465,45.04387686
5.355283917,-5.992889404,-16.28750229,-41.38774109,44.87919971
5.365228917,-6.055480957,-16.52293205,-41.72843933,45.28729162
5.375174917,-6.158416748,-16.43549919,-41.59346008,45.14496264
5.385120917,-6.248031616,-16.45185471,-41.90211487,45.44764738
5.395066917,-6.103668213,-16.57526588,-41.78041077,45.36074215
5.405012917,-6.095855713,-16.43550491,-41.51774597,45.06671176
5.414957917,-6.182403564,-16.6833744,-41.49864197,45.1519034
5.424903917,-6.397903442,-16.47840118,-41.55290222,45.15655608
5.434849917,-6.079238892,-16.56152344,-41.539505,45.13060691
5.444795917,-5.808425903,-16.45946121,-41.54985046,45.06708054
5.454741917,-6.046081543,-16.62892151,-41.72819519,45.32458942
5.464686917,-6.132247925,-16.74965477,-41.4526825,45.12737845
5.474632917,-6.16859436,-16.63768768,-41.5861969,45.21367028
5.484578917,-5.99961853,-16.69955635,-41.2091217,44.86716301
5.494524917,-6.00730896,-16.75415993,-41.13844299,44.82366705
5.504470917,-6.034698486,-16.83748817,-41.57582092,45.25999867
5.514415917,-5.749053955,-17.22632217,-41.51396179,45.31232526
5.524361917,-6.007385254,-16.84300804,-41.85115051,45.51147544
5.534307917,-6.02520752,-16.74309349,-41.63304138,45.27631213
5.544253917,-5.725097656,-16.92662239,-41.74711609,45.41045023
5.554199917,-5.882583618,-17.12786102,-41.70457458,45.46691055
5.564145917,-5.938079834,-16.97026443,-41.85868835,45.55656328
5.574090917,-5.928009033,-16.91741943,-41.54408264,45.2465598
5.584036917,-5.914779663,-16.82557487,-41.76576233,45.41435336
5.593982917,-5.890808105,-16.98892593,-41.64189148,45.35826662
5.603928917,-6.008041382,-16.7934742,-41.55845642,45.22413777
5.613874917,-6.176132202,-16.7562294,-41.76097107,45.41909882
5.623819917,-6.131347656,-16.77515793,-41.529953,45.20770226
5.633765917,-5.926940918,-16.59999466,-41.56556702,45.1484752
5.643711917,-6.080963135,-16.74583244,-41.77723694,45.41738151
5.653657917,-6.100631714,-16.75627136,-41.67304993,45.32806446
5.663603917,-5.956787109,-16.60647392,-41.72877502,45.30506543
5.673548917,-6.136184692,-16.45198441,-41.270401,44.8504911
5.683494917,-6.022003174,-16.50034142,-41.41441345,44.98532461
5.693440917,-6.10635376,-16.46685028,-41.51579285,45.07777468
5.703386917,-6.025848389,-16.83044815,-41.59254456,45.27156499
5.713332917,-5.917739868,-16.75529099,-41.22550964,44.89211586
5.723277917,-5.976226807,-16.89374352,-41.3419342,45.05851063
5.733223917,-5.952987671,-16.77221489,-41.16181946,44.84462772
5.743169917,-5.903610229,-16.58450699,-41.08781433,44.70018985
5.753115917,-5.850402832,-16.4889698,-40.96125793,44.54141881
5.763061917,-5.756210327,-16.44786072,-41.16725159,44.70356454
5.773006917,-5.690948486,-16.55692482,-41.31694031,44.87324604
5.782952917,-5.681381226,-16.72815895,-41.448349,45.05635393
5.792898917,-5.6587677,-16.68618202,-41.2646637,44.86895132
5.802844917,-5.78175354,-16.86391258,-41.14170837,44.83815774
5.812790917,-5.752426147,-16.43511963,-41.30049133,44.82113506
5.822736917,-5.807174683,-16.39549637,-41.24836731,44.76564961
5.832681917,-5.773086548,-17.09272194,-40.99162292,44.78619008
5.842627917,-6.076828003,-17.16705513,-41.3427887,45.17589841
5.852573917,-6.174331665,-16.94808197,-41.4974823,45.24821423
5.862519917,-6.174072266,-16.99937439,-41.52735901,45.29480593
5.872465917,-6.126083374,-17.00472641,-41.76783752,45.51089836
5.882410917,-6.480834961,-16.91620255,-41.78504944,45.54283134
5.892356917,-6.44303894,-17.12827873,-41.41465759,45.27763848
5.902302917,-6.450439453,-16.99012947,-41.36289978,45.17922251
5.912248917,-6.41897583,-17.0383358,-41.37031555,45.19968082
5.922194917,-6.812286377,-16.91050911,-41.23249817,45.0831617
5.932139917,-6.682769775,-16.88690948,-41.27049255,45.08969593
5.942085917,-6.710357666,-16.81120491,-41.48603821,45.26297468
5.952031917,-6.722518921,-17.00838089,-41.4629364,45.31724149
5.961977917,-6.644332886,-16.85554695,-41.32365417,45.12095984
5.971923917,-6.573623657,-16.71139145,-41.14558411,44.89367688
5.981868917,-6.50012207,-16.80538368,-41.39903259,45.1503312
5.991814917,-6.768341064,-16.5453167,-41.16725159,44.88095976
6.001760917,-7.110824585,-16.62335968,-41.33283997,45.11433888
6.011706917,-7.098083496,-16.79073143,-41.67356873,45.48623728
6.021652917,-6.92930603,-16.85305023,-41.19776917,45.04771657
6.031597917,-6.653549194,-16.72771072,-41.13374329,44.90067772
6.041543917,-6.562561035,-16.91057587,-41.13960266,44.96111309
6.051489917,-6.764022827,-16.84290504,-41.03282166,44.86789396
6.061435917,-6.527816772,-16.83306503,-40.91490173,44.7212886
6.071381917,-6.417327881,-16.9504509,-41.26417542,45.06919187
6.081326917,-6.590713501,-16.87918663,-41.42796326,45.21748097
6.091272917,-6.452011108,-16.81051254,-41.38859558,45.13576878
6.101218917,-6.471176147,-16.71407509,-41.70857239,45.39649147
6.111164917,-6.434494019,-16.80230522,-41.91648865,45.61482429
6.121110917,-6.517288208,-16.6292038,-41.65171814,45.31965455
6.131056917,-6.515808105,-16.80709839,-41.71702576,45.44496176
6.141001917,-6.538085938,-16.52849197,-41.48783875,45.13511248
6.150947917,-6.533355713,-16.55102348,-41.43104553,45.090494
6.160893917,-6.571182251,-16.4463768,-41.46461487,45.08855766
6.170839917,-6.439453125,-16.49792671,-41.70744324,45.31179718
6.180785917,-6.439453125,-16.49792671,-41.70744324,45.31179718
6.190730917,-6.65145874,-16.70868301,-41.3200531,45.06405197
6.200676917,-6.624343872,-17.11098099,-41.4153595,45.29789845
6.210622917,-6.610717773,-16.9050293,-41.41017151,45.21375797
6.220568917,-6.68421936,-16.59597778,-41.59468079,45.27938534
6.230514917,-6.6769104,-16.58241272,-41.36335754,45.06090203
6.240460375,-6.78578186,-16.50365639,-41.72254944,45.37828381
6.250406375,-6.786376953,-16.55742455,-41.50987244,45.20257437
6.260352375,-6.887557983,-16.60615158,-41.2842865,45.02882451
6.270298375,-6.799057007,-16.47806931,-41.71012878,45.35955012
6.280244375,-6.683853149,-16.4899292,-41.63090515,45.27387681
6.290189375,-6.667877197,-16.41286469,-41.46195984,45.08810073
6.300135375,-6.683624268,-16.54500008,-41.70314026,45.36033254
6.310081375,-6.525009155,-16.34789085,-41.44612122,45.02899337
6.320027375,-6.63633728,-16.38199043,-41.5231781,45.12853756
6.329973375,-6.572494507,-16.48310661,-41.77662659,45.3891729
6.339918375,-6.434936523,-16.21331024,-41.4214325,44.94457595
6.349864375,-6.423522949,-16.26788712,-41.67500305,45.19636797
6.359810375,-6.623550415,-16.24967957,-41.55915833,45.11194018
6.369756375,-6.719772339,-16.36614418,-41.76469421,45.35742165
6.379702375,-6.637054443,-16.00980949,-42.20988464,45.62936394
6.389647375,-6.585266113,-15.95145607,-41.84208679,45.26118544
6.399593375,-6.532546997,-16.21895981,-41.6960907,45.21385636
6.409539375,-6.783050537,-16.22402,-41.87379456,45.41633264
6.419485375,-6.353729248,-16.33551407,-41.66471863,45.2014123
6.429431375,-6.482543945,-16.13552284,-42.10682678,45.55615584
6.439376375,-6.866226196,-16.03847504,-41.84461975,45.33596746
6.449322375,-6.712814331,-16.0888176,-41.59922791,45.10440877
6.459268375,-6.819122314,-16.0368309,-41.45927429,44.97278954
6.469214375,-6.928878784,-16.14864922,-41.61256409,45.17071753
6.479160375,-6.923309326,-16.09122467,-41.82646179,45.34658344
6.489106375,-6.602355957,-15.9759388,-41.6723175,45.11544936
6.499051375,-6.559341431,-16.0682888,-41.51896667,45.00043843
6.508997375,-6.764022827,-16.21816444,-41.67692566,45.22993472
6.518943375,-6.669830322,-16.07853317,-41.2870636,44.80655628
6.528889375,-6.693161011,-16.22089386,-41.77165222,45.30768954
6.538834375,-6.50668335,-15.78872681,-41.53242493,44.9061593
6.548780375,-6.464279175,-15.98221588,-41.57530212,45.00804235
6.558726375,-6.495193481,-16.21146011,-41.47084045,44.99810646
6.568672375,-6.534927368,-16.21917725,-41.80970764,45.31907589
6.578618375,-6.626327515,-15.97878838,-41.88154602,45.31328493
6.588564375,-6.56137085,-15.8901329,-41.94194031,45.32851495
6.598509375,-6.71534729,-16.0828495,-42.44129944,45.88047336
6.608455375,-6.618438721,-16.07388306,-42.32832336,45.75871946
6.618401375,-6.57383728,-16.2813549,-42.02159119,45.54241957
6.628347375,-6.893890381,-15.99831772,-41.96318054,45.43545329
6.638293375,-6.703521729,-16.01046181,-41.98265076,45.42923129
6.648238375,-6.693359375,-16.2793293,-42.29627991,45.81258469
6.658184375,-6.848770142,-16.25612259,-42.31520081,45.84477498
6.668130375,-6.846633911,-16.02588272,-42.10203552,45.56628916
6.678076375,-6.744522095,-16.25379753,-41.8563385,45.40514932
6.688022375,-6.564071655,-16.2511158,-41.87739563,45.39715923
6.697967375,-6.660812378,-16.13306046,-42.06736755,45.54454385
6.707913375,-6.665863037,-16.26844025,-41.83058167,45.37503103
6.717859375,-6.83706665,-16.34500313,-42.17512512,45.74544553
6.727805375,-6.991287231,-16.46035385,-42.14967346,45.78663909
6.737751375,-7.134384155,-16.36740875,-42.11387634,45.74243202
6.747696375,-6.998168945,-16.38220787,-42.00285339,45.62445393
6.757642375,-7.035766602,-16.16204262,-42.07325745,45.61658279
6.767588375,-7.228164673,-16.0262661,-42.07984924,45.60483836
6.777534375,-6.815063477,-16.08286476,-42.10221863,45.58179947
6.787480375,-6.906524658,-16.06935692,-41.73365784,45.2506631
6.797425375,-6.726470947,-16.03756905,-42.08302307,45.53493014
6.807371375,-6.762954712,-16.26979637,-42.45140076,45.96265067
6.817317375,-6.878845215,-16.25158691,-42.3547821,45.88420377
6.827263375,-6.92086792,-16.18583107,-42.3506012,45.86341638
6.837209375,-6.860153198,-16.32655525,-42.29112244,45.84928729
6.847154375,-6.908462524,-16.29561996,-42.18443298,45.7471362
6.857100375,-7.160049438,-16.04308319,-42.05833435,45.58015264
6.867046375,-7.305618286,-15.83418083,-41.96327209,45.4423761
6.876992375,-7.282440186,-16.20212936,-42.46842957,46.03379672
6.886938375,-7.127807617,-16.001194,-42.06636047,45.56777956
6.896883375,-7.154953003,-16.03909492,-42.22349548,45.73040006
6.906829375,-7.206558228,-15.86680984,-42.1714325,45.63025153
6.916775375,-7.082275391,-15.92593002,-42.08802795,45.55431888
6.926721375,-7.044921875,-15.72844315,-41.73350525,45.15196904
6.936667375,-7.17779541,-15.933424,-41.5436554,45.06961339
6.946612375,-7.12272644,-15.95801163,-41.8150177,45.31983089
6.956558375,-7.294555664,-15.74422264,-41.74485779,45.2075684
6.966504375,-7.359283447,-15.95568657,-41.95869446,45.48928475
6.976450375,-7.36479187,-15.97376823,-42.27171326,45.78535981
6.986396375,-7.147109985,-15.882864,-41.98731995,45.45637014
6.996341375,-7.219543457,-16.01898575,-41.81803894,45.35943224
7.006287375,-7.419189453,-16.01112556,-42.2674408,45.80324296
7.016233375,-7.341415405,-16.05731201,-42.23857117,45.78024185
7.026179375,-7.239532471,-15.77547455,-42.04231262,45.48442017
7.036125375,-7.049331665,-15.9158287,-42.23750305,45.68384117
7.046070375,-6.934463501,-15.81289673,-42.71446228,46.07233199
7.056016375,-7.225814819,-15.99989128,-42.11921692,45.63153903
7.065962375,-7.104873657,-16.0914917,-41.70649719,45.26419383
7.075908375,-7.013565063,-15.98000908,-42.23161316,45.69529445
7.085854375,-7.001953125,-16.06649017,-41.90623474,45.42347371
7.095799375,-7.243148804,-16.02333641,-41.89717102,45.43768759
7.105745375,-7.149642944,-15.91770172,-42.02061462,45.49969973
7.115691375,-7.245864868,-15.72158241,-41.86021423,45.29843537
7.125637375,-7.413208008,-15.69490051,-41.81889343,45.27808966
7.135583375,-7.470230103,-16.15341949,-41.90440369,45.52709465
7.145529375,-7.109970093,-15.99932671,-41.97792053,45.48269937
7.155474375,-7.109970093,-15.99932671,-41.97792053,45.48269937
7.165420375,-7.0806427,-15.9118824,-42.03916931,45.50401366
7.175366375,-7.123016357,-16.03643608,-42.11076355,45.6204017
7.185312375,-7.201553345,-15.99705505,-42.10630798,45.6147927
7.195257375,-6.937042236,-15.86332512,-42.58790588,45.97278941
7.205203375,-6.943115234,-15.84669304,-42.25801086,45.66250115
7.215149375,-7.102798462,-15.84375,-41.99116516,45.43932341
7.225095375,-6.959579468,-15.90969658,-42.3474884,45.76968391
7.235041375,-7.132659912,-15.98396301,-41.99766541,45.49907483
7.24498775,-7.215911865,-16.06281281,-42.01036072,45.5516602
7.25493275,-6.969818115,-15.63500214,-41.80006409,45.16942566
7.26487875,-6.950119019,-15.8733387,-41.78904724,45.2392695
7.27482475,-7.067840576,-15.9736805,-42.03804016,45.522628
7.28477075,-7.039505005,-15.71306229,-41.85935974,45.262136
7.29471675,-6.91986084,-15.72789764,-42.16108704,45.52810669
7.30466175,-6.969192505,-15.71879005,-42.06114197,45.43995674
7.31460775,-6.889434814,-15.61355591,-42.08558655,45.41413916
7.32455375,-7.290237427,-15.56571388,-42.10417175,45.47747013
7.33449975,-7.345001221,-15.55283928,-41.82658386,45.22502593
7.34444575,-7.192398071,-15.48062325,-41.81681824,45.16665334
7.35439075,-7.301727295,-15.77237701,-41.54222107,45.03153594
7.36433675,-7.505233765,-15.64259338,-41.62165833,45.09303387
7.37428275,-7.178894043,-15.88781357,-41.45545959,44.9723723
7.38422875,-6.936798096,-15.83762741,-41.58805847,45.03905214
7.39417475,-7.065002441,-15.86907005,-41.92036438,45.37685086
7.40411975,-6.981170654,-15.69546127,-41.69456482,45.09457821
7.41406575,-6.859771729,-15.61092186,-41.88710022,45.22484399
7.42401175,-7.020706177,-15.61858368,-42.0617218,45.41386256
7.43395775,-7.027145386,-15.47228432,-42.11665344,45.41568949
7.44390375,-6.911026001,-15.51954651,-42.56446838,45.82960368
7.45384875,-7.111221313,-15.57110596,-41.96641541,45.32338062
7.46379475,-7.063262939,-15.47849655,-41.60438538,44.94884227
7.47374075,-7.006820679,-15.48847961,-41.72422791,45.05440856
7.48368675,-7.068695068,-15.42415428,-41.83119202,45.14110777
7.49363275,-7.035263062,-15.71921158,-42.00892639,45.40196511
7.50357775,-7.027633667,-15.73881721,-41.82707214,45.23938512
7.51352375,-6.798828125,-15.6469059,-41.77827454,45.12730827
7.52346975,-6.860092163,-15.51690292,-41.85935974,45.16681457
7.53341575,-6.926925659,-15.67679405,-41.42103577,44.82684882
7.54336175,-6.829833984,-15.60416794,-42.27687073,45.57927696
7.55330675,-6.851913452,-15.85289383,-42.14582825,45.54705039
7.56325275,-6.859909058,-15.82082176,-42.04576111,45.44450221
7.57319875,-6.83392334,-15.80366135,-41.81062317,45.21710329
7.58314475,-6.89125061,-15.58933067,-41.760849,45.1052666
7.59309075,-6.891464233,-16.03873062,-41.60490417,45.11874567
7.60303575,-7.05140686,-15.81070709,-41.7910614,45.23487162
7.61298175,-6.676864624,-15.98820877,-41.77531433,45.22588007
7.62292775,-6.880264282,-15.67720032,-41.7481842,45.12231744
7.63287375,-6.980636597,-15.57260513,-41.92512512,45.26534474
7.64281975,-7.134750366,-15.64791489,-42.40003967,45.75505729
7.65276475,-6.907791138,-15.55933762,-42.75312805,46.01782832
7.66271075,-7.003387451,-15.49051857,-42.46012878,45.73692313
7.67265675,-6.964904785,-15.29885101,-42.46586609,45.67181323
7.68260275,-6.834365845,-15.44486046,-42.32603455,45.57132291
7.69254875,-6.636398315,-15.64084435,-42.14311218,45.43918682
7.70249375,-6.639633179,-15.64788437,-42.17570496,45.47231138
7.71243975,-6.775009155,-15.66069412,-42.5214386,45.81736385
7.72238575,-6.696670532,-15.66831398,-42.47132874,45.76194078
7.73233175,-6.731384277,-15.62587929,-42.56819153,45.84245377
7.74227775,-6.844512939,-15.55233383,-42.43873596,45.71398861
7.75222275,-6.562850952,-15.56053734,-42.46488953,45.69976124
7.76216875,-6.502258301,-15.50915527,-42.04264832,45.28131555
7.77211475,-6.619720459,-15.14847183,-42.22242737,45.34346999
7.78206075,-6.491577148,-15.42243004,-42.13764954,45.33843216
7.79200675,-6.581817627,-15.48235703,-42.80607605,45.99330222
7.80195175,-6.365447998,-15.36495018,-42.00505066,45.17770361
7.81189775,-6.471939087,-15.38835335,-42.30403137,45.4787696
7.82184375,-6.441574097,-15.37944794,-42.19090271,45.36621614
7.83178975,-6.396636963,-15.26079941,-42.18684387,45.31598789
7.84173475,-6.615570068,-15.17729759,-42.53535461,45.64397574
7.85168075,-6.813720703,-15.44563293,-42.29246521,45.53731415
7.86162675,-6.516067505,-15.52495193,-42.60533142,45.81154367
7.87157275,-6.446762085,-15.30088997,-42.34519958,45.48399612
7.88151875,-6.897979736,-15.22031021,-42.05375671,45.25216482
7.89146375,-6.61088562,-15.26095009,-42.10850525,45.27390662
7.90140975,-6.436355591,-15.2623539,-41.93110657,45.08418589
7.91135575,-6.727630615,-15.2280407,-41.67964172,44.8814747
7.92130175,-6.580307007,-15.2637291,-41.8122406,44.99494783
7.93124775,-6.631912231,-15.26645279,-41.92497253,45.10820505
7.94119275,-6.586380005,-15.13549423,-42.21043396,45.32311025
7.95113875,-6.633010864,-15.3580761,-41.99003601,45.19989445
7.96108475,-6.273605347,-15.50532532,-42.35490417,45.53801868
7.97103075,-6.622619629,-15.44981003,-42.304245,45.52147697
7.98097675,-6.647109985,-15.17658806,-42.38310242,45.50648599
7.99092175,-6.638198853,-15.36120415,-42.35139465,45.53759882
8.00086775,-6.566146851,-15.32411575,-42.47251892,45.62737853
8.01081375,-6.808685303,-15.50524521,-42.5141449,45.76268503
8.02075975,-6.542327881,-15.74803352,-42.26679993,45.57724202
8.03070575,-6.629440308,-15.70067024,-42.20820618,45.51915194
8.04065075,-6.552093506,-15.60759163,-42.4304657,45.68228612
8.05059675,-6.325714111,-15.34567451,-42.38005066,45.51453701
8.06054275,-6.370910645,-15.53706551,-42.15498352,45.37655278
8.07048875,-6.245254517,-15.79742432,-42.42350769,45.69809431
8.08043475,-6.200531006,-15.61767387,-42.4601593,45.66424695
8.09038075,-6.065612793,-15.39519882,-42.47135925,45.58091884
8.10032575,-6.316314697,-15.25566483,-42.66319275,45.74690324
8.11027175,-6.305297852,-15.23532867,-42.19819641,45.30518515
8.12021775,-6.305297852,-15.23532867,-42.19819641,45.30518515
8.13016375,-6.064651489,-14.94140244,-42.28959656,45.25964518
8.14010875,-6.00944519,-14.97058678,-42.36634827,45.33364496
8.15005475,-6.038925171,-15.10102081,-42.16285706,45.19088362
8.16000075,-6.120666504,-14.97761345,-42.12608337,45.12647076
8.16994675,-6.372207642,-15.18475914,-42.36320496,45.45132643
8.17989275,-6.290100098,-15.22098732,-42.41880798,45.50383594
8.18983875,-6.097991943,-15.21554756,-42.13261414,45.20902086
8.19978375,-6.089263916,-15.42844391,-42.24003601,45.37991471
8.20972975,-5.975494385,-15.19320107,-42.08369446,45.13953069
8.21967575,-6.356063843,-15.30029297,-42.67549133,45.77877317
8.22962175,-6.250259399,-15.32637405,-42.21510315,45.34400091
8.23956675,-6.450057983,-15.1861248,-42.35224915,45.45255375
8.249512292,-6.017120361,-15.16104317,-41.78779602,44.85847594
8.259458292,-6.10446167,-14.90316582,-42.07658386,45.05338737
8.269404292,-6.040222168,-15.24546242,-41.96018982,45.05070408
8.279350292,-6.062072754,-15.49337196,-42.22712708,45.3863808
8.289295292,-6.100296021,-15.38587761,-42.24555969,45.37208564
8.299241292,-5.950195313,-15.37599182,-42.03977966,45.15715915
8.309187292,-5.978668213,-15.44695854,-42.24165344,45.37301276
8.319133292,-6.052215576,-15.38415146,-42.07154846,45.20305985
8.329079292,-5.998550415,-15.44952202,-42.02104187,45.17121094
8.339024292,-6.123184204,-15.50694466,-42.43470764,45.59235824
8.348970292,-6.027542114,-15.60889053,-42.4914093,45.66715003
8.358916292,-6.088394165,-15.85190201,-42.27513123,45.5580735
8.368862292,-5.711990356,-15.89795685,-42.27241516,45.52283986
8.378808292,-5.598342896,-15.99940681,-42.09992981,45.38421038
8.388753292,-5.80758667,-15.76667976,-42.36003113,45.57069772
8.398699292,-5.689971924,-15.73492622,-42.19154358,45.3882147
8.408645292,-5.660247803,-15.83031082,-41.99147034,45.23185522
8.418591292,-5.944244385,-15.651474,-42.09101868,45.29852683
8.428537292,-5.973831177,-15.74594307,-41.71879578,44.98976887
8.438482292,-5.926971436,-15.57353783,-41.90486145,45.09635777
8.448428292,-5.664031982,-15.63041878,-41.75175476,44.93996301
8.458374292,-5.871246338,-15.8180542,-41.64860535,44.9364963
8.468320292,-5.90397644,-15.66470909,-41.55979919,44.80465331
8.478266292,-6.013183594,-15.65599632,-41.83351135,45.07007067
8.488211292,-5.885894775,-15.57996559,-42.03108215,45.21051816
8.498157292,-5.767379761,-15.49577713,-41.88264465,45.02818785
8.508103292,-5.697402954,-15.28404045,-41.80696106,44.87632211
8.518049292,-5.600036621,-15.14742088,-42.01747131,45.0141385
8.527995292,-5.456512451,-15.28455734,-42.06248474,45.0848516
8.537940292,-5.727966309,-15.18694115,-41.8144989,44.8542651
8.547886292,-5.723587036,-15.10228539,-41.91664124,44.92041056
8.557832292,-5.637084961,-15.16476631,-41.95811462,44.96921444
8.567778292,-5.449432373,-14.83984184,-42.09608459,44.96662715
8.577724292,-5.458618164,-14.692873,-42.08274841,44.90695651
8.587669292,-5.37272644,-14.70789528,-42.24708557,45.05557249
8.597615292,-5.500152588,-14.66690254,-42.08430481,44.90499326
8.607561292,-5.675918579,-14.92428207,-41.98536682,44.91905246
8.617507292,-5.714019775,-14.9600811,-42.27284241,45.20450479
8.627453292,-5.512908936,-15.10150146,-42.23387146,45.19012514
8.637398292,-5.53755188,-14.9805336,-42.47749329,45.38081427
8.647344292,-5.662780762,-14.78084755,-42.38777161,45.24669847
8.657290292,-5.603927612,-15.02624512,-42.27244568,45.21229601
8.667236292,-5.569290161,-14.93063545,-42.12916565,45.04228531
8.677181292,-5.473190308,-14.9101696,-42.59288025,45.4579192
8.687127292,-5.543457031,-14.99159622,-42.26914978,45.19025223
8.697073292,-5.510574341,-15.02628708,-42.4098053,45.32932074
8.707019292,-5.434356689,-15.14755821,-42.64234924,45.57796289
8.716965292,-5.722869873,-15.03529739,-42.73774719,45.66537466
8.726910292,-6.045562744,-15.09416771,-42.66520691,45.65854365
8.736856292,-6.000701904,-15.09827042,-42.48768616,45.48812667
8.746802292,-5.904846191,-15.11538696,-42.55342102,45.54268077
8.756748292,-5.972015381,-15.19347191,-42.47038269,45.49988969
8.766694292,-5.72618103,-15.1122551,-42.13853455,45.13120314
8.776639292,-5.872299194,-14.89414787,-42.19410706,45.12939407
8.786585292,-5.800827026,-15.01511192,-42.34202576,45.29845831
8.796531292,-5.742279053,-15.25709534,-42.51979065,45.53773516
8.806477292,-5.814422607,-15.02900887,-42.36354065,45.32491803
8.816423292,-5.700942993,-14.75415611,-42.42060852,45.27354526
8.826368292,-5.779876709,-14.9337883,-42.4460907,45.3662388
8.836314292,-5.868896484,-14.92935181,-42.68864441,45.6031781
8.846260292,-5.993499756,-15.09754753,-42.89253235,45.86531709
8.856206292,-5.687484741,-14.8408947,-42.29896545,45.18630453
8.866152292,-5.794082642,-14.95789719,-42.00093079,44.95985174
8.876097292,-5.492660522,-14.72751045,-42.43504333,45.25264397
8.886043292,-5.742416382,-14.68227577,-42.16517639,45.01607122
8.895989292,-5.420333862,-14.87468719,-42.10270691,44.98082111
8.905935292,-5.545578003,-15.04032326,-42.40370178,45.3325345
8.915881292,-5.895462036,-14.71157265,-42.37379456,45.24074831
8.925826292,-5.997161865,-14.86444664,-42.36341858,45.29433693
8.935772292,-5.700164795,-14.77757645,-42.37120056,45.23480166
8.945718292,-5.639389038,-14.77970505,-42.08631897,44.96110135
8.955664292,-5.615402222,-14.82491302,-42.19328308,45.07309536
8.965610292,-5.478668213,-14.86194801,-42.48765564,45.34417477
8.975555292,-5.431381226,-14.91856575,-42.16407776,45.05411146
8.985501292,-5.726196289,-15.11756516,-42.31440735,45.29723137
8.995447292,-5.640167236,-15.00787544,-42.66716003,45.57997759
9.005393292,-5.521789551,-14.88287735,-42.21250916,45.09862667
9.015338292,-5.658843994,-14.7978096,-42.24330139,45.11645151
9.025284292,-5.730834961,-14.84021759,-42.32258606,45.21366849
9.035230292,-5.790802002,-15.07650185,-42.21192932,45.1960316
9.045176292,-5.816268921,-14.66826057,-42.48747253,45.32297623
9.055122292,-6.029769897,-14.73625755,-42.49879456,45.38350967
9.065067292,-5.893539429,-14.96716309,-42.38737488,45.33695322
9.075013292,-5.893539429,-14.96716309,-42.38737488,45.33695322
9.084959292,-5.945007324,-15.15728951,-42.58378601,45.59018939
9.094905292,-6.041412354,-14.87004662,-43.0068512,45.90431569
9.104851292,-5.714111328,-15.0713253,-42.58247375,45.53090144
9.114796292,-5.729995728,-15.14088058,-42.1743927,45.17475529
9.124742292,-5.653152466,-15.20063019,-42.59455872,45.57755723
9.134688292,-5.474624634,-15.14442062,-42.42170715,45.37539233
9.144634292,-5.380630493,-14.98855591,-42.47468567,45.36195449
9.154580292,-5.514328003,-15.0700798,-42.40202332,45.33703453
9.164525292,-5.375320435,-15.13939095,-42.70506287,45.62693966
